|  228. |  11000011  |  -0.37 -1.49 -0.88 1.31 2.28 0.70 -1.10 -1.39     |  111111110010000000111000  |
|  229. |  11110101  |  -1.73 -1.33 0.08 1.10 1.20 -1.23 1.45 0.50       |  111000111000101011101011  |
|  230. |  11110101  |  -1.15 -1.30 0.04 1.27 0.67 -1.13 1.01 -1.10      |  000000000000000011111111  |
|  231. |  11000011  |  -0.75 -1.48 -1.21 1.28 1.69 -0.80 -1.04 0.31     |  110000110010010011000011  |
|  232. |  11000011  |  -1.25 -0.89 -0.45 0.66 1.40 -0.94 -0.29 -0.46    |  111000110101000100000000  |
|  233. |  11101000  |  -0.15 -2.21 -0.63 0.76 -0.98 1.22 0.50 0.82      |  111111111111111111111111  |
|  234. |  11110101  |  -1.50 -1.55 -2.10 0.28 -1.00 1.13 1.78 -2.14     |  001101000000000000000000  |
|  235. |  11000011  |  -0.72 -1.17 -0.67 0.50 0.49 1.55 -0.50 0.69      |  000010000000000000000000  |
|  236. |  11101011  |  -1.47 -0.74 -0.78 2.47 -2.00 1.59 -0.89 -0.55    |  111111111111111111111111  |
|  237. |  11101110  |  -0.88 -1.29 -0.05 0.75 -1.79 -0.32 0.63 1.56     |  111111110010000000111000  |
|  238. |  10101111  |  -1.29 -0.27 -1.06 1.72 -1.34 -0.79 0.36 -1.07    |  111111111111111111111111  |
|  239. |  11101110  |  -1.04 -1.93 -0.60 0.69 -0.33 -0.34 -0.84 1.27    |  111111111111111111111111  |
|  240. |  11101110  |  -0.96 -1.83 -1.24 0.81 -1.49 -0.81 -1.29 -1.35   |  111000111111101100000000  |
|  241. |  11110000  |  -1.10 -0.46 -1.85 -1.74 0.77 1.47 1.75 0.79      |  111111111111111111111111  |
|  242. |  11111001  |  -0.51 -1.50 -1.33 -0.84 -0.03 1.57 1.36 -1.69    |  111111111111111111111111  |
|  243. |  11110010  |  -0.85 -0.36 -0.92 -1.29 0.05 1.77 -1.53 1.02     |  111111111111111111111111  |
|  244. |  11000011  |  -2.11 -0.22 -0.31 -1.12 1.22 1.24 -1.56 -0.31    |  111111111111111111111111  |
|  245. |  10110100  |  -1.28 -0.62 -0.85 -1.60 1.11 -1.60 0.25 0.98     |  111111111111111111111111  |
|  246. |  11110101  |  -1.04 -0.76 -0.69 -1.35 1.59 -1.95 1.60 -1.11    |  111111111111111111111111  |
|  247. |  11010110  |  -1.61 -1.01 0.21 -0.46 2.04 -0.66 -1.26 0.60     |  111111111111111111111111  |
|  248. |  01110111  |  -1.08 -0.25 -0.98 -1.06 1.66 -0.81 -1.31 -0.66   |  111111110010000000111000  |
|  249. |  11011000  |  -0.68 -1.18 -1.22 -0.86 -1.16 0.59 1.22 0.95     |  110010110010000000101000  |
|  250. |  10011001  |  -1.00 -0.62 -1.44 -0.75 -1.48 0.77 1.33 -1.85    |  000111000000000000000000  |
|  251. |  11101110  |  -0.36 -0.47 -1.36 -0.50 -0.54 0.32 -0.63 0.28    |  000000001000101000000000  |
|  252. |  11111011  |  -2.18 -1.12 -0.97 -0.75 -1.22 0.76 -1.13 -0.98   |  111111111111111111111111  |
|  253. |  11110101  |  -0.70 -1.43 -0.90 -1.03 -0.50 -1.04 1.07 0.48    |  000111000000010011111111  |
|  254. |  11110101  |  -0.40 -1.01 -0.89 -0.91 -1.01 -0.71 1.18 -1.23   |  110010111111111111101111  |
|  255. |  11101110  |  -1.93 -1.27 -1.25 -0.01 -0.83 -1.11 -1.78 1.29   |  111111111111111111111111  |
|  256. |  11110101  |  -0.64 -0.78 -0.28 -0.32 -0.62 -1.08 -0.42 -0.81  |  110000110010101011101011  |
-------------------------------------------------------------------------------------------------------
